"filename","replicate","experiment","fraction"
"SAL1018_44_20110808_LT.RAW","WC-GG","F44",1
"SAL1018_45_20110808_LT.RAW","WC-GG","F45",1
"SAL1018_47_20110808_LT.RAW","WC-GG","F47",1
"SAL1018_5_20110808_LT.RAW","WC-GG","F05",1
"SAL1018_6_20110808_LT.RAW","WC-GG","F06",1
"SAL1018_7_20110808_LT.RAW","WC-GG","F07",1
"SAL1018_8_20110808_LT.RAW","WC-GG","F08",1
"SAL1018_9_20110808_LT.RAW","WC-GG","F09",1
"SAL1328_1_20130314_LT.RAW","Mito-GG","F01",1
"SAL1328_10_20130314_LT.RAW","Mito-GG","F10",1
"SAL1328_11_20130314_LT.RAW","Mito-GG","F11",1
"SAL1328_12_20130314_LT.RAW","Mito-GG","F12",1
"SAL1328_13_20130314_LT.RAW","Mito-GG","F13",1
"SAL1328_14_20130314_LT.RAW","Mito-GG","F14",1
"SAL1328_15_20130314_LT.RAW","Mito-GG","F15",1
"SAL1328_16_20130314_LT.RAW","Mito-GG","F16",1
"SAL1328_17_20130314_LT.RAW","Mito-GG","F17",1
"SAL1328_18_20130314_LT.RAW","Mito-GG","F18",1
"SAL1328_19_20130314_LT.RAW","Mito-GG","F19",1
"SAL1328_2_20130314_LT.RAW","Mito-GG","F02",1
"SAL1328_20_20130314_LT_130318094441.RAW","Mito-GG","F20",1
"SAL1328_21_20130314_LT.RAW","Mito-GG","F21",1
"SAL1328_22_20130314_LT.RAW","Mito-GG","F22",1
"SAL1328_23_20130314_LT.RAW","Mito-GG","F23",1
"SAL1328_24_20130314_LT.RAW","Mito-GG","F24",1
"SAL1328_25_20130314_LT.RAW","Mito-GG","F25",1
"SAL1328_26_20130314_LT.RAW","Mito-GG","F26",1
"SAL1328_27_20130314_LT.RAW","Mito-GG","F27",1
"SAL1328_28_20130314_LT.RAW","Mito-GG","F28",1
"SAL1328_29_20130314_LT.RAW","Mito-GG","F29",1
"SAL1328_3_20130314_LT.RAW","Mito-GG","F03",1
"SAL1328_30_20130314_LT.RAW","Mito-GG","F30",1
"SAL1328_31_20130314_LT.RAW","Mito-GG","F31",1
"SAL1328_32_20130314_LT.RAW","Mito-GG","F32",1
"SAL1328_33_20130314_LT.RAW","Mito-GG","F33",1
"SAL1328_34_20130314_LT.RAW","Mito-GG","F34",1
"SAL1328_35_20130314_LT.RAW","Mito-GG","F35",1
"SAL1328_36_20130314_LT.RAW","Mito-GG","F36",1
"SAL1328_37_20130314_LT.RAW","Mito-GG","F37",1
"SAL1328_38_20130314_LT.RAW","Mito-GG","F38",1
"SAL1328_39_20130314_LT.RAW","Mito-GG","F39",1
"SAL1328_4_20130314_LT.RAW","Mito-GG","F04",1
"SAL1328_40_20130314_LT.RAW","Mito-GG","F40",1
"SAL1328_41_20130314_LT.RAW","Mito-GG","F41",1
"SAL1328_42_20130314_LT.RAW","Mito-GG","F42",1
"SAL1328_43_20130314_LT.RAW","Mito-GG","F43",1
"SAL1328_44_20130314_LT.RAW","Mito-GG","F44",1
"SAL1328_45_20130314_LT.RAW","Mito-GG","F45",1
"SAL1328_46_20130314_LT.RAW","Mito-GG","F46",1
"SAL1328_47_20130314_LT.RAW","Mito-GG","F47",1
"SAL1328_5_20130314_LT.RAW","Mito-GG","F05",1
"SAL1328_6_20130314_LT.RAW","Mito-GG","F06",1
"SAL1328_7_20130314_LT.RAW","Mito-GG","F07",1
"SAL1328_8_20130314_LT.RAW","Mito-GG","F08",1
"SAL1328_9_20130314_LT.RAW","Mito-GG","F09",1
"SAL71_cyto_13_14_20150618_OT.raw","Cyto-IEX","F13_14",1
"SAL71_cyto_15_16_20150618_OT.raw","Cyto-IEX","F15_16",1
"SAL71_cyto_17_18_20150618_OT.raw","Cyto-IEX","F17_18",1
"SAL71_cyto_19_20_20150618_OT.raw","Cyto-IEX","F19_20",1
"SAL71_cyto_21_22_20150618_OT.raw","Cyto-IEX","F21_22",1
"SAL71_cyto_23_24_20150618_OT.raw","Cyto-IEX","F23_24",1
"SAL71_cyto_25_26_20150618_OT.raw","Cyto-IEX","F25_26",1
"SAL71_cyto_27_28_20150618_OT.raw","Cyto-IEX","F27_28",1
"SAL71_cyto_29_30_20150618_OT.raw","Cyto-IEX","F29_30",1
"SAL71_cyto_31_32_20150618_OT.raw","Cyto-IEX","F31_32",1
"SAL71_cyto_33_34_20150618_OT.raw","Cyto-IEX","F33_34",1
"SAL71_cyto_35_36_20150618_OT.raw","Cyto-IEX","F35_36",1
"SAL71_cyto_37_38_20150618_OT.raw","Cyto-IEX","F37_38",1
"SAL71_cyto_39_40_20150618_OT.raw","Cyto-IEX","F39_40",1
"SAL71_cyto_41_42_20150618_OT.raw","Cyto-IEX","F41_42",1
"SAL71_cyto_43_44_20150618_OT.raw","Cyto-IEX","F43_44",1
"SAL71_cyto_45_46_20150618_OT.raw","Cyto-IEX","F45_46",1
"SAL71_cyto_47_48_20150618_OT.raw","Cyto-IEX","F47_48",1
"SAL71_cyto_49_50_20150618_OT.raw","Cyto-IEX","F49_50",1
"SAL71_mito_1_2_20150613_OT.raw","Mito-IEX","F01_02",1
"SAL71_mito_11_12_20150613_OT.raw","Mito-IEX","F11_12",1
"SAL71_mito_13_14_20150613_OT.raw","Mito-IEX","F13_14",1
"SAL71_mito_15_16_20150613_OT.raw","Mito-IEX","F15_16",1
"SAL71_mito_17_18_20150613_OT.raw","Mito-IEX","F17_18",1
"SAL71_mito_19_20_20150613_OT.raw","Mito-IEX","F19_20",1
"SAL71_mito_21_22_20150613_OT.raw","Mito-IEX","F21_22",1
"SAL71_mito_23_24_20150613_OT.raw","Mito-IEX","F23_24",1
"SAL71_mito_25_26_20150613_OT.raw","Mito-IEX","F25_26",1
"SAL71_mito_27_28_20150613_OT.raw","Mito-IEX","F27_28",1
"SAL71_mito_29_30_20150613_OT.raw","Mito-IEX","F29_30",1
"SAL71_mito_3_4_20150613_OT.raw","Mito-IEX","F03_04",1
"SAL71_mito_31_32_20150613_OT.raw","Mito-IEX","F31_32",1
"SAL71_mito_33_34_20150613_OT.raw","Mito-IEX","F33_34",1
"SAL71_mito_35_36_20150613_OT.raw","Mito-IEX","F35_36",1
"SAL71_mito_37_38_20150613_OT.raw","Mito-IEX","F37_38",1
"SAL71_mito_39_40_20150613_OT.raw","Mito-IEX","F39_40",1
"SAL71_mito_5_6_20150613_OT.raw","Mito-IEX","F05_06",1
"SAL71_mito_7_8_20150613_OT.raw","Mito-IEX","F07_08",1
"SAL71_mito_9_10_20150613_OT.raw","Mito-IEX","F09_10",1
